Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-04-08 00:00:00,"At work, my opinions seem to be valued.","I feel very valued by my manager and my team, but can find it frustrating when I present ideas outside of my team to address problems, the idea is brushed off, and then 3 months later the problem is no longer a small easy fix but has ballooned into a larger ASAP type problem.",1,0,1,0,0,0,9,Engagement,Freedom of Opinions
2024-05-06 00:00:00,I feel that I’m growing professionally.,"When given opportunities to work on things other than BAU, I feel like I get some opportunity to grow. I would like more opportunities *within* BAU activities (i.e., within the SciSup role).",0,0,0,0,1,0,6,Engagement,Growth
2024-05-08 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.",I dont take breaks,0,0,0,0,0,1,0,Engagement,Environment
2024-04-04 00:00:00,I see a path for me to advance my career in our organisation.,"The path for career progression within my current department or role is less clear, and there appear to be few opportunities available in other departments or roles.",0,0,0,0,1,0,7,Engagement,Growth
2024-05-10 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Great building, great people",1,1,1,1,0,0,10,Engagement,Engagement
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,I really love and enjoy the challenge of my work,1,0,0,0,1,0,8,Engagement,Growth
2024-05-01 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"It keeps improving over time. Solid job, keep doing what you are doing.",1,0,0,0,0,0,9,Engagement,Strategy
2024-05-01 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,After visiting family members at the weekend with similar arrangements I definitely think this is a strong point of Abcam.  Being in the office a couple of days a week and working from home the rest allows one to strike the right balance between spending valuable time with colleagues and having quiet to really be able to focus on tasks.,1,0,0,0,0,0,8,Engagement,Autonomy
2024-04-09 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,Even when applying for jobs in-house you do not get to find out pay info until you get an offer. This is frankly unacceptable and gives preference to people who have more financial independence and can take a job regardless of pay.,0,0,0,0,1,1,6,Engagement,Reward
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I believe our fit with Danaher is fundamentally the right future for Abcam,1,0,0,0,0,0,10,Engagement,Strategy
2024-05-07 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.","Plenty of chat rooms, sofas and the outdoors!",0,0,1,0,0,0,10,Engagement,Environment
2024-05-06 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,now It's hard to tell but it does not look promising after the new bonus scheme which is much less than what Abcam used to give,0,0,0,0,1,1,4,Company questions,Transition
2024-05-07 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Poor onboarding process from lack of structure for trainers and trainees,0,0,1,0,1,1,6,Engagement,Engagement
2024-05-01 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,Yes with my direct manager I feel comfortable to speak about anything,0,0,0,0,1,0,10,Engagement,Reward
2024-05-01 00:00:00,I can count on my coworkers to help out when needed.,At the time of writing I feel as though the team are working well together and we can be flexible as required.,1,0,0,1,0,0,9,Engagement,Peer Relationships
2024-04-08 00:00:00,Most days I feel a sense of accomplishment from what I do.,Mostly. Finishing the WFTW each day gives a sense of accomplishment however it would be nice to have more long term projects to work on. However Sarah has hinted this is coming now I'm more experienced.,1,1,1,0,0,0,7,Engagement,Accomplishment
2024-04-09 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,Theres always room for improvement due to the fact that they do value good things like being in team environments &  everybody having a voice but at the same time i feel like sometimes its quantity over quality.,0,1,0,1,0,0,5,Engagement,Organisational Fit
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,"I feel that for career progression skills and hard work are not enough (or they will take a long time to come to fruition). You also need some luck of having a job opening up at a higher position in order for you to be able to progress. However, I realise this is often the case with companies above a certain size.",0,0,0,0,1,0,7,Engagement,Growth
2024-04-04 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,"This is very important to me, abcam's values align with my own values",1,0,0,0,0,0,9,Engagement,Organisational Fit
2024-05-02 00:00:00,My job enables me to learn and develop new skills.,There are some opportunities to acquire new skills within the team.,0,0,0,0,1,0,8,Engagement,Growth
2024-05-08 00:00:00,I can count on my coworkers to help out when needed.,We try our best but the workload is so high that it is a struggle to complete your own tasks without taking on more work to help others.,1,0,0,0,0,0,7,Engagement,Peer Relationships
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,More positive than negative yes; but we will see as its still early days.,1,0,0,0,0,0,6,Company Questions,Transition
2024-04-09 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"Yes, Leanne is very honest and transparent.",0,0,0,0,1,0,10,Engagement,Reward
2024-04-09 00:00:00,My manager provides me with the support I need to complete my work.,Our managers are always available to support the team,0,0,0,1,0,0,10,Engagement,Management Support
2024-05-01 00:00:00,"If I do great work, I know that it will be recognized.",Our manager is insightful and recognizes all of our individual strengths,0,0,0,1,0,0,9,Engagement,Recognition
2024-05-01 00:00:00,I see how my work contributes to positive outcomes for our customers.,It would be good if the support team get more acknowledgement from the business so that we can see how we are contributing to the business,0,0,0,1,0,0,7,Engagement,Meaningful Work
2024-04-03 00:00:00,I can count on my coworkers to help out when needed.,The RAC team is amazing.,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Its uncertain for TA,0,0,0,1,0,0,0,Company Questions,Transition
2024-05-08 00:00:00,"If I do great work, I know that it will be recognized.","I do not think this is always the case, the team work really hard and it is sometimes taken for granted",0,0,0,1,0,0,7,Engagement,Recognition
2024-05-01 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,I really appreciate the push for environmental awareness.,0,0,0,0,0,1,10,Engagement,Organizational fit
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"The work is meaningful, the people are great, there's a really good work-life balance",1,0,0,1,0,1,9,Engagement,Engagement
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,are we gonna have a share scheme with danaher? or summer/winter jams,0,0,0,0,1,1,5,Company Questions,Transition
2024-05-07 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"hiring freeze, poor bonus scheme and limited opportunities for growth",0,0,0,0,1,1,5,Engagement,Engagement
